filename,sample_id,design_name,macro_count,clock,utilization,macro_placement,power_mesh,filler_insertion
2848-RISCY-b-2-c2-u0.8-m1-p6-f1,2848,RISCY-b,2,2,0.8,1,6,1
3251-RISCY-b-2-c20-u0.7-m1-p1-f1,3251,RISCY-b,2,20,0.7,1,1,1
2755-RISCY-b-2-c2-u0.8-m2-p4-f0,2755,RISCY-b,2,2,0.8,2,4,0
2852-RISCY-b-2-c2-u0.8-m2-p2-f1,2852,RISCY-b,2,2,0.8,2,2,1
3068-RISCY-b-2-c5-u0.75-m2-p3-f1,3068,RISCY-b,2,5,0.75,2,3,1
2933-RISCY-b-2-c5-u0.7-m3-p4-f0,2933,RISCY-b,2,5,0.7,3,4,0
3033-RISCY-b-2-c5-u0.9-m3-p8-f0,3033,RISCY-b,2,5,0.9,3,8,0
2960-RISCY-b-2-c5-u0.75-m3-p7-f0,2960,RISCY-b,2,5,0.75,3,7,0
3049-RISCY-b-2-c5-u0.7-m2-p8-f1,3049,RISCY-b,2,5,0.7,2,8,1
3215-RISCY-b-2-c20-u0.8-m3-p8-f0,3215,RISCY-b,2,20,0.8,3,8,0
2906-RISCY-b-2-c2-u0.9-m2-p8-f1,2906,RISCY-b,2,2,0.9,2,8,1
3184-RISCY-b-2-c20-u0.75-m2-p5-f0,3184,RISCY-b,2,20,0.75,2,5,0
2817-RISCY-b-2-c2-u0.7-m3-p7-f1,2817,RISCY-b,2,2,0.7,3,7,1
2734-RISCY-b-2-c2-u0.75-m2-p3-f0,2734,RISCY-b,2,2,0.75,2,3,0
3258-RISCY-b-2-c20-u0.7-m1-p8-f1,3258,RISCY-b,2,20,0.7,1,8,1
3358-RISCY-b-2-c20-u0.9-m3-p4-f1,3358,RISCY-b,2,20,0.9,3,4,1
3070-RISCY-b-2-c5-u0.75-m2-p5-f1,3070,RISCY-b,2,5,0.75,2,5,1
3209-RISCY-b-2-c20-u0.8-m2-p7-f0,3209,RISCY-b,2,20,0.8,2,7,0
3229-RISCY-b-2-c20-u0.85-m2-p6-f0,3229,RISCY-b,2,20,0.85,2,6,0
2733-RISCY-b-2-c2-u0.75-m2-p2-f0,2733,RISCY-b,2,2,0.75,2,2,0
2730-RISCY-b-2-c2-u0.75-m1-p7-f0,2730,RISCY-b,2,2,0.75,1,7,0
3230-RISCY-b-2-c20-u0.85-m2-p7-f0,3230,RISCY-b,2,20,0.85,2,7,0
3178-RISCY-b-2-c20-u0.75-m1-p7-f0,3178,RISCY-b,2,20,0.75,1,7,0
2945-RISCY-b-2-c5-u0.75-m1-p8-f0,2945,RISCY-b,2,5,0.75,1,8,0
2995-RISCY-b-2-c5-u0.85-m2-p2-f0,2995,RISCY-b,2,5,0.85,2,2,0
3083-RISCY-b-2-c5-u0.8-m1-p2-f1,3083,RISCY-b,2,5,0.8,1,2,1
3159-RISCY-b-2-c20-u0.7-m2-p1-f0,3159,RISCY-b,2,20,0.7,2,1,0
3094-RISCY-b-2-c5-u0.8-m2-p5-f1,3094,RISCY-b,2,5,0.8,2,5,1
3037-RISCY-b-2-c5-u0.7-m1-p4-f1,3037,RISCY-b,2,5,0.7,1,4,1
3252-RISCY-b-2-c20-u0.7-m1-p2-f1,3252,RISCY-b,2,20,0.7,1,2,1
2712-RISCY-b-2-c2-u0.7-m2-p4-f0,2712,RISCY-b,2,2,0.7,2,4,0
3187-RISCY-b-2-c20-u0.75-m2-p8-f0,3187,RISCY-b,2,20,0.75,2,8,0
3142-RISCY-b-2-c5-u0.9-m2-p7-f1,3142,RISCY-b,2,5,0.9,2,7,1
2799-RISCY-b-2-c2-u0.7-m1-p5-f1,2799,RISCY-b,2,2,0.7,1,5,1
2905-RISCY-b-2-c2-u0.9-m2-p7-f1,2905,RISCY-b,2,2,0.9,2,7,1
2796-RISCY-b-2-c2-u0.7-m1-p2-f1,2796,RISCY-b,2,2,0.7,1,2,1
3280-RISCY-b-2-c20-u0.75-m1-p7-f1,3280,RISCY-b,2,20,0.75,1,7,1
2752-RISCY-b-2-c2-u0.8-m2-p1-f0,2752,RISCY-b,2,2,0.8,2,1,0
2726-RISCY-b-2-c2-u0.75-m1-p3-f0,2726,RISCY-b,2,2,0.75,1,3,0
3015-RISCY-b-2-c5-u0.9-m1-p6-f0,3015,RISCY-b,2,5,0.9,1,6,0
3102-RISCY-b-2-c5-u0.8-m3-p5-f1,3102,RISCY-b,2,5,0.8,3,5,1
3111-RISCY-b-2-c5-u0.85-m1-p7-f1,3111,RISCY-b,2,5,0.85,1,7,1
3292-RISCY-b-2-c20-u0.75-m3-p3-f1,3292,RISCY-b,2,20,0.75,3,3,1
3315-RISCY-b-2-c20-u0.8-m3-p4-f1,3315,RISCY-b,2,20,0.8,3,4,1
3071-RISCY-b-2-c5-u0.75-m2-p6-f1,3071,RISCY-b,2,5,0.75,2,6,1
2915-RISCY-b-2-c5-u0.7-m1-p1-f0,2915,RISCY-b,2,5,0.7,1,1,0
3275-RISCY-b-2-c20-u0.75-m1-p2-f1,3275,RISCY-b,2,20,0.75,1,2,1
3055-RISCY-b-2-c5-u0.7-m3-p6-f1,3055,RISCY-b,2,5,0.7,3,6,1
3149-RISCY-b-2-c5-u0.9-m3-p6-f1,3149,RISCY-b,2,5,0.9,3,6,1
3172-RISCY-b-2-c20-u0.7-m3-p8-f0,3172,RISCY-b,2,20,0.7,3,8,0
2783-RISCY-b-2-c2-u0.9-m1-p5-f0,2783,RISCY-b,2,2,0.9,1,5,0
2744-RISCY-b-2-c2-u0.8-m1-p1-f0,2744,RISCY-b,2,2,0.8,1,1,0
3044-RISCY-b-2-c5-u0.7-m2-p3-f1,3044,RISCY-b,2,5,0.7,2,3,1
3025-RISCY-b-2-c5-u0.9-m2-p8-f0,3025,RISCY-b,2,5,0.9,2,8,0
3022-RISCY-b-2-c5-u0.9-m2-p5-f0,3022,RISCY-b,2,5,0.9,2,5,0
3093-RISCY-b-2-c5-u0.8-m2-p4-f1,3093,RISCY-b,2,5,0.8,2,4,1
3165-RISCY-b-2-c20-u0.7-m2-p7-f0,3165,RISCY-b,2,20,0.7,2,7,0
3108-RISCY-b-2-c5-u0.85-m1-p4-f1,3108,RISCY-b,2,5,0.85,1,4,1
3078-RISCY-b-2-c5-u0.75-m3-p5-f1,3078,RISCY-b,2,5,0.75,3,5,1
2708-RISCY-b-2-c2-u0.7-m1-p8-f0,2708,RISCY-b,2,2,0.7,1,8,0
2853-RISCY-b-2-c2-u0.8-m2-p3-f1,2853,RISCY-b,2,2,0.8,2,3,1
2805-RISCY-b-2-c2-u0.7-m2-p3-f1,2805,RISCY-b,2,2,0.7,2,3,1
3123-RISCY-b-2-c5-u0.85-m3-p3-f1,3123,RISCY-b,2,5,0.85,3,3,1
3294-RISCY-b-2-c20-u0.75-m3-p5-f1,3294,RISCY-b,2,20,0.75,3,5,1
3255-RISCY-b-2-c20-u0.7-m1-p5-f1,3255,RISCY-b,2,20,0.7,1,5,1
2969-RISCY-b-2-c5-u0.8-m1-p8-f0,2969,RISCY-b,2,5,0.8,1,8,0
2797-RISCY-b-2-c2-u0.7-m1-p3-f1,2797,RISCY-b,2,2,0.7,1,3,1
3014-RISCY-b-2-c5-u0.9-m1-p5-f0,3014,RISCY-b,2,5,0.9,1,5,0
2787-RISCY-b-2-c2-u0.9-m2-p1-f0,2787,RISCY-b,2,2,0.9,2,1,0
3028-RISCY-b-2-c5-u0.9-m3-p3-f0,3028,RISCY-b,2,5,0.9,3,3,0
3160-RISCY-b-2-c20-u0.7-m2-p2-f0,3160,RISCY-b,2,20,0.7,2,2,0
3156-RISCY-b-2-c20-u0.7-m1-p5-f0,3156,RISCY-b,2,20,0.7,1,5,0
3227-RISCY-b-2-c20-u0.85-m2-p4-f0,3227,RISCY-b,2,20,0.85,2,4,0
2815-RISCY-b-2-c2-u0.7-m3-p5-f1,2815,RISCY-b,2,2,0.7,3,5,1
3007-RISCY-b-2-c5-u0.85-m3-p6-f0,3007,RISCY-b,2,5,0.85,3,6,0
2828-RISCY-b-2-c2-u0.75-m2-p2-f1,2828,RISCY-b,2,2,0.75,2,2,1
2981-RISCY-b-2-c5-u0.8-m3-p4-f0,2981,RISCY-b,2,5,0.8,3,4,0
2705-RISCY-b-2-c2-u0.7-m1-p5-f0,2705,RISCY-b,2,2,0.7,1,5,0
2946-RISCY-b-2-c5-u0.75-m2-p1-f0,2946,RISCY-b,2,5,0.75,2,1,0
3106-RISCY-b-2-c5-u0.85-m1-p2-f1,3106,RISCY-b,2,5,0.85,1,2,1
2806-RISCY-b-2-c2-u0.7-m2-p4-f1,2806,RISCY-b,2,2,0.7,2,4,1
2873-RISCY-b-2-c2-u0.85-m1-p7-f1,2873,RISCY-b,2,2,0.85,1,7,1
3000-RISCY-b-2-c5-u0.85-m2-p7-f0,3000,RISCY-b,2,5,0.85,2,7,0
2996-RISCY-b-2-c5-u0.85-m2-p3-f0,2996,RISCY-b,2,5,0.85,2,3,0
2841-RISCY-b-2-c2-u0.75-m3-p7-f1,2841,RISCY-b,2,2,0.75,3,7,1
3059-RISCY-b-2-c5-u0.75-m1-p2-f1,3059,RISCY-b,2,5,0.75,1,2,1
3314-RISCY-b-2-c20-u0.8-m3-p2-f1,3314,RISCY-b,2,20,0.8,3,2,1
2878-RISCY-b-2-c2-u0.85-m2-p4-f1,2878,RISCY-b,2,2,0.85,2,4,1
3162-RISCY-b-2-c20-u0.7-m2-p4-f0,3162,RISCY-b,2,20,0.7,2,4,0
2929-RISCY-b-2-c5-u0.7-m2-p8-f0,2929,RISCY-b,2,5,0.7,2,8,0
2746-RISCY-b-2-c2-u0.8-m1-p3-f0,2746,RISCY-b,2,2,0.8,1,3,0
3283-RISCY-b-2-c20-u0.75-m2-p2-f1,3283,RISCY-b,2,20,0.75,2,2,1
3345-RISCY-b-2-c20-u0.9-m1-p7-f1,3345,RISCY-b,2,20,0.9,1,7,1
2992-RISCY-b-2-c5-u0.85-m1-p7-f0,2992,RISCY-b,2,5,0.85,1,7,0
3234-RISCY-b-2-c20-u0.85-m3-p6-f0,3234,RISCY-b,2,20,0.85,3,6,0
2835-RISCY-b-2-c2-u0.75-m3-p1-f1,2835,RISCY-b,2,2,0.75,3,1,1
3342-RISCY-b-2-c20-u0.9-m1-p4-f1,3342,RISCY-b,2,20,0.9,1,4,1
2855-RISCY-b-2-c2-u0.8-m2-p5-f1,2855,RISCY-b,2,2,0.8,2,5,1
5659-RISCY-FPU-a-3-c5-u0.9-m2-p5-f1,5659,RISCY-FPU-a,3,5,0.9,2,5,1
5371-RISCY-FPU-a-3-c2-u0.75-m3-p7-f1,5371,RISCY-FPU-a,3,2,0.75,3,7,1
5797-RISCY-FPU-a-3-c20-u0.8-m1-p7-f1,5797,RISCY-FPU-a,3,20,0.8,1,7,1
5520-RISCY-FPU-a-3-c5-u0.8-m2-p7-f0,5520,RISCY-FPU-a,3,5,0.8,2,7,0
5217-RISCY-FPU-a-3-c2-u0.7-m1-p4-f0,5217,RISCY-FPU-a,3,2,0.7,1,4,0
5608-RISCY-FPU-a-3-c5-u0.8-m1-p8-f1,5608,RISCY-FPU-a,3,5,0.8,1,8,1
5458-RISCY-FPU-a-3-c5-u0.7-m2-p7-f0,5458,RISCY-FPU-a,3,5,0.7,2,7,0
5778-RISCY-FPU-a-3-c20-u0.75-m2-p4-f1,5778,RISCY-FPU-a,3,20,0.75,2,4,1
5844-RISCY-FPU-a-3-c20-u0.9-m2-p6-f1,5844,RISCY-FPU-a,3,20,0.9,2,6,1
5788-RISCY-FPU-a-3-c20-u0.75-m3-p6-f1,5788,RISCY-FPU-a,3,20,0.75,3,6,1
5605-RISCY-FPU-a-3-c5-u0.8-m1-p5-f1,5605,RISCY-FPU-a,3,5,0.8,1,5,1
5267-RISCY-FPU-a-3-c2-u0.75-m3-p7-f0,5267,RISCY-FPU-a,3,2,0.75,3,7,0
5795-RISCY-FPU-a-3-c20-u0.8-m1-p5-f1,5795,RISCY-FPU-a,3,20,0.8,1,5,1
5517-RISCY-FPU-a-3-c5-u0.8-m2-p4-f0,5517,RISCY-FPU-a,3,5,0.8,2,4,0
5528-RISCY-FPU-a-3-c5-u0.8-m3-p8-f0,5528,RISCY-FPU-a,3,5,0.8,3,8,0
5243-RISCY-FPU-a-3-c2-u0.7-m4-p7-f0,5243,RISCY-FPU-a,3,2,0.7,4,7,0
5284-RISCY-FPU-a-3-c2-u0.8-m1-p8-f0,5284,RISCY-FPU-a,3,2,0.8,1,8,0
5817-RISCY-FPU-a-3-c20-u0.85-m1-p3-f1,5817,RISCY-FPU-a,3,20,0.85,1,3,1
5327-RISCY-FPU-a-3-c2-u0.7-m1-p3-f1,5327,RISCY-FPU-a,3,2,0.7,1,3,1
5716-RISCY-FPU-a-3-c20-u0.8-m1-p2-f0,5716,RISCY-FPU-a,3,20,0.8,1,2,0
5255-RISCY-FPU-a-3-c2-u0.75-m2-p3-f0,5255,RISCY-FPU-a,3,2,0.75,2,3,0
5290-RISCY-FPU-a-3-c2-u0.8-m2-p6-f0,5290,RISCY-FPU-a,3,2,0.8,2,6,0
5640-RISCY-FPU-a-3-c5-u0.85-m3-p2-f1,5640,RISCY-FPU-a,3,5,0.85,3,2,1
5748-RISCY-FPU-a-3-c20-u0.7-m1-p6-f1,5748,RISCY-FPU-a,3,20,0.7,1,6,1
5794-RISCY-FPU-a-3-c20-u0.8-m1-p4-f1,5794,RISCY-FPU-a,3,20,0.8,1,4,1
5775-RISCY-FPU-a-3-c20-u0.75-m2-p1-f1,5775,RISCY-FPU-a,3,20,0.75,2,1,1
5300-RISCY-FPU-a-3-c2-u0.8-m3-p8-f0,5300,RISCY-FPU-a,3,2,0.8,3,8,0
5442-RISCY-FPU-a-3-c2-u0.9-m3-p6-f1,5442,RISCY-FPU-a,3,2,0.9,3,6,1
5571-RISCY-FPU-a-3-c5-u0.7-m3-p3-f1,5571,RISCY-FPU-a,3,5,0.7,3,3,1
5784-RISCY-FPU-a-3-c20-u0.75-m3-p2-f1,5784,RISCY-FPU-a,3,20,0.75,3,2,1
5719-RISCY-FPU-a-3-c20-u0.8-m1-p5-f0,5719,RISCY-FPU-a,3,20,0.8,1,5,0
5606-RISCY-FPU-a-3-c5-u0.8-m1-p6-f1,5606,RISCY-FPU-a,3,5,0.8,1,6,1
5502-RISCY-FPU-a-3-c5-u0.75-m4-p5-f0,5502,RISCY-FPU-a,3,5,0.75,4,5,0
5216-RISCY-FPU-a-3-c2-u0.7-m1-p3-f0,5216,RISCY-FPU-a,3,2,0.7,1,3,0
5616-RISCY-FPU-a-3-c5-u0.8-m2-p8-f1,5616,RISCY-FPU-a,3,5,0.8,2,8,1
5653-RISCY-FPU-a-3-c5-u0.9-m1-p7-f1,5653,RISCY-FPU-a,3,5,0.9,1,7,1
5306-RISCY-FPU-a-3-c2-u0.8-m4-p6-f0,5306,RISCY-FPU-a,3,2,0.8,4,6,0
5317-RISCY-FPU-a-3-c2-u0.85-m4-p1-f0,5317,RISCY-FPU-a,3,2,0.85,4,1,0
5240-RISCY-FPU-a-3-c2-u0.7-m4-p4-f0,5240,RISCY-FPU-a,3,2,0.7,4,4,0
5270-RISCY-FPU-a-3-c2-u0.75-m4-p2-f0,5270,RISCY-FPU-a,3,2,0.75,4,2,0
5439-RISCY-FPU-a-3-c2-u0.9-m3-p3-f1,5439,RISCY-FPU-a,3,2,0.9,3,3,1
5384-RISCY-FPU-a-3-c2-u0.8-m2-p4-f1,5384,RISCY-FPU-a,3,2,0.8,2,4,1
5540-RISCY-FPU-a-3-c5-u0.85-m1-p4-f0,5540,RISCY-FPU-a,3,5,0.85,1,4,0
5576-RISCY-FPU-a-3-c5-u0.7-m3-p8-f1,5576,RISCY-FPU-a,3,5,0.7,3,8,1
5408-RISCY-FPU-a-3-c2-u0.85-m2-p4-f1,5408,RISCY-FPU-a,3,2,0.85,2,4,1
5395-RISCY-FPU-a-3-c2-u0.8-m3-p7-f1,5395,RISCY-FPU-a,3,2,0.8,3,7,1
5401-RISCY-FPU-a-3-c2-u0.85-m1-p5-f1,5401,RISCY-FPU-a,3,2,0.85,1,5,1
5249-RISCY-FPU-a-3-c2-u0.75-m1-p5-f0,5249,RISCY-FPU-a,3,2,0.75,1,5,0
5594-RISCY-FPU-a-3-c5-u0.75-m3-p2-f1,5594,RISCY-FPU-a,3,5,0.75,3,2,1
5598-RISCY-FPU-a-3-c5-u0.75-m3-p6-f1,5598,RISCY-FPU-a,3,5,0.75,3,6,1
5475-RISCY-FPU-a-3-c5-u0.75-m1-p1-f0,5475,RISCY-FPU-a,3,5,0.75,1,1,0
5686-RISCY-FPU-a-3-c20-u0.7-m3-p3-f0,5686,RISCY-FPU-a,3,20,0.7,3,3,0
5489-RISCY-FPU-a-3-c5-u0.75-m2-p7-f0,5489,RISCY-FPU-a,3,5,0.75,2,7,0
5542-RISCY-FPU-a-3-c5-u0.85-m1-p6-f0,5542,RISCY-FPU-a,3,5,0.85,1,6,0
5372-RISCY-FPU-a-3-c2-u0.75-m3-p8-f1,5372,RISCY-FPU-a,3,2,0.75,3,8,1
5367-RISCY-FPU-a-3-c2-u0.75-m3-p3-f1,5367,RISCY-FPU-a,3,2,0.75,3,3,1
5765-RISCY-FPU-a-3-c20-u0.7-m3-p7-f1,5765,RISCY-FPU-a,3,20,0.7,3,7,1
5480-RISCY-FPU-a-3-c5-u0.75-m1-p6-f0,5480,RISCY-FPU-a,3,5,0.75,1,6,0
5477-RISCY-FPU-a-3-c5-u0.75-m1-p3-f0,5477,RISCY-FPU-a,3,5,0.75,1,3,0
5328-RISCY-FPU-a-3-c2-u0.7-m1-p4-f1,5328,RISCY-FPU-a,3,2,0.7,1,4,1
5387-RISCY-FPU-a-3-c2-u0.8-m2-p7-f1,5387,RISCY-FPU-a,3,2,0.8,2,7,1
5692-RISCY-FPU-a-3-c20-u0.75-m1-p2-f0,5692,RISCY-FPU-a,3,20,0.75,1,2,0
5388-RISCY-FPU-a-3-c2-u0.8-m2-p8-f1,5388,RISCY-FPU-a,3,2,0.8,2,8,1
5812-RISCY-FPU-a-3-c20-u0.8-m3-p6-f1,5812,RISCY-FPU-a,3,20,0.8,3,6,1
5712-RISCY-FPU-a-3-c20-u0.75-m3-p6-f0,5712,RISCY-FPU-a,3,20,0.75,3,6,0
5457-RISCY-FPU-a-3-c5-u0.7-m2-p6-f0,5457,RISCY-FPU-a,3,5,0.7,2,6,0
5796-RISCY-FPU-a-3-c20-u0.8-m1-p6-f1,5796,RISCY-FPU-a,3,20,0.8,1,6,1
5373-RISCY-FPU-a-3-c2-u0.8-m1-p1-f1,5373,RISCY-FPU-a,3,2,0.8,1,1,1
5455-RISCY-FPU-a-3-c5-u0.7-m2-p4-f0,5455,RISCY-FPU-a,3,5,0.7,2,4,0
5346-RISCY-FPU-a-3-c2-u0.7-m3-p6-f1,5346,RISCY-FPU-a,3,2,0.7,3,6,1
5845-RISCY-FPU-a-3-c20-u0.9-m2-p7-f1,5845,RISCY-FPU-a,3,20,0.9,2,7,1
5827-RISCY-FPU-a-3-c20-u0.85-m2-p6-f1,5827,RISCY-FPU-a,3,20,0.85,2,6,1
5708-RISCY-FPU-a-3-c20-u0.75-m3-p2-f0,5708,RISCY-FPU-a,3,20,0.75,3,2,0
5491-RISCY-FPU-a-3-c5-u0.75-m3-p2-f0,5491,RISCY-FPU-a,3,5,0.75,3,2,0
5843-RISCY-FPU-a-3-c20-u0.9-m2-p3-f1,5843,RISCY-FPU-a,3,20,0.9,2,3,1
5790-RISCY-FPU-a-3-c20-u0.75-m3-p8-f1,5790,RISCY-FPU-a,3,20,0.75,3,8,1
5826-RISCY-FPU-a-3-c20-u0.85-m2-p5-f1,5826,RISCY-FPU-a,3,20,0.85,2,5,1
5403-RISCY-FPU-a-3-c2-u0.85-m1-p7-f1,5403,RISCY-FPU-a,3,2,0.85,1,7,1
5336-RISCY-FPU-a-3-c2-u0.7-m2-p4-f1,5336,RISCY-FPU-a,3,2,0.7,2,4,1
5715-RISCY-FPU-a-3-c20-u0.8-m1-p1-f0,5715,RISCY-FPU-a,3,20,0.8,1,1,0
5635-RISCY-FPU-a-3-c5-u0.85-m2-p5-f1,5635,RISCY-FPU-a,3,5,0.85,2,5,1
5307-RISCY-FPU-a-3-c2-u0.8-m4-p7-f0,5307,RISCY-FPU-a,3,2,0.8,4,7,0
5311-RISCY-FPU-a-3-c2-u0.85-m1-p3-f0,5311,RISCY-FPU-a,3,2,0.85,1,3,0
5563-RISCY-FPU-a-3-c5-u0.7-m2-p3-f1,5563,RISCY-FPU-a,3,5,0.7,2,3,1
5443-RISCY-FPU-a-3-c2-u0.9-m3-p7-f1,5443,RISCY-FPU-a,3,2,0.9,3,7,1
5682-RISCY-FPU-a-3-c20-u0.7-m2-p7-f0,5682,RISCY-FPU-a,3,20,0.7,2,7,0
5246-RISCY-FPU-a-3-c2-u0.75-m1-p2-f0,5246,RISCY-FPU-a,3,2,0.75,1,2,0
5601-RISCY-FPU-a-3-c5-u0.8-m1-p1-f1,5601,RISCY-FPU-a,3,5,0.8,1,1,1
5459-RISCY-FPU-a-3-c5-u0.7-m2-p8-f0,5459,RISCY-FPU-a,3,5,0.7,2,8,0
5693-RISCY-FPU-a-3-c20-u0.75-m1-p3-f0,5693,RISCY-FPU-a,3,20,0.75,1,3,0
5660-RISCY-FPU-a-3-c5-u0.9-m2-p6-f1,5660,RISCY-FPU-a,3,5,0.9,2,6,1
5661-RISCY-FPU-a-3-c5-u0.9-m2-p7-f1,5661,RISCY-FPU-a,3,5,0.9,2,7,1
5214-RISCY-FPU-a-3-c2-u0.7-m1-p1-f0,5214,RISCY-FPU-a,3,2,0.7,1,1,0
5285-RISCY-FPU-a-3-c2-u0.8-m2-p1-f0,5285,RISCY-FPU-a,3,2,0.8,2,1,0
5679-RISCY-FPU-a-3-c20-u0.7-m2-p3-f0,5679,RISCY-FPU-a,3,20,0.7,2,3,0
5468-RISCY-FPU-a-3-c5-u0.7-m4-p2-f0,5468,RISCY-FPU-a,3,5,0.7,4,2,0
5828-RISCY-FPU-a-3-c20-u0.85-m2-p7-f1,5828,RISCY-FPU-a,3,20,0.85,2,7,1
5225-RISCY-FPU-a-3-c2-u0.7-m2-p4-f0,5225,RISCY-FPU-a,3,2,0.7,2,4,0
5383-RISCY-FPU-a-3-c2-u0.8-m2-p3-f1,5383,RISCY-FPU-a,3,2,0.8,2,3,1
5326-RISCY-FPU-a-3-c2-u0.7-m1-p2-f1,5326,RISCY-FPU-a,3,2,0.7,1,2,1
5602-RISCY-FPU-a-3-c5-u0.8-m1-p2-f1,5602,RISCY-FPU-a,3,5,0.8,1,2,1
5823-RISCY-FPU-a-3-c20-u0.85-m2-p2-f1,5823,RISCY-FPU-a,3,20,0.85,2,2,1
5533-RISCY-FPU-a-3-c5-u0.8-m4-p5-f0,5533,RISCY-FPU-a,3,5,0.8,4,5,0
5544-RISCY-FPU-a-3-c5-u0.85-m1-p8-f0,5544,RISCY-FPU-a,3,5,0.85,1,8,0
5298-RISCY-FPU-a-3-c2-u0.8-m3-p6-f0,5298,RISCY-FPU-a,3,2,0.8,3,6,0
5370-RISCY-FPU-a-3-c2-u0.75-m3-p6-f1,5370,RISCY-FPU-a,3,2,0.75,3,6,1
5836-RISCY-FPU-a-3-c20-u0.85-m3-p7-f1,5836,RISCY-FPU-a,3,20,0.85,3,7,1
5417-RISCY-FPU-a-3-c2-u0.85-m3-p5-f1,5417,RISCY-FPU-a,3,2,0.85,3,5,1
5269-RISCY-FPU-a-3-c2-u0.75-m4-p1-f0,5269,RISCY-FPU-a,3,2,0.75,4,1,0
5813-RISCY-FPU-a-3-c20-u0.8-m3-p7-f1,5813,RISCY-FPU-a,3,20,0.8,3,7,1
5232-RISCY-FPU-a-3-c2-u0.7-m3-p4-f0,5232,RISCY-FPU-a,3,2,0.7,3,4,0
5366-RISCY-FPU-a-3-c2-u0.75-m3-p2-f1,5366,RISCY-FPU-a,3,2,0.75,3,2,1
5248-RISCY-FPU-a-3-c2-u0.75-m1-p4-f0,5248,RISCY-FPU-a,3,2,0.75,1,4,0
5555-RISCY-FPU-a-3-c5-u0.7-m1-p3-f1,5555,RISCY-FPU-a,3,5,0.7,1,3,1
5342-RISCY-FPU-a-3-c2-u0.7-m3-p2-f1,5342,RISCY-FPU-a,3,2,0.7,3,2,1
5467-RISCY-FPU-a-3-c5-u0.7-m4-p1-f0,5467,RISCY-FPU-a,3,5,0.7,4,1,0
5654-RISCY-FPU-a-3-c5-u0.9-m1-p8-f1,5654,RISCY-FPU-a,3,5,0.9,1,8,1
5319-RISCY-FPU-a-3-c2-u0.85-m4-p3-f0,5319,RISCY-FPU-a,3,2,0.85,4,3,0
5759-RISCY-FPU-a-3-c20-u0.7-m3-p1-f1,5759,RISCY-FPU-a,3,20,0.7,3,1,1
5607-RISCY-FPU-a-3-c5-u0.8-m1-p7-f1,5607,RISCY-FPU-a,3,5,0.8,1,7,1
5377-RISCY-FPU-a-3-c2-u0.8-m1-p5-f1,5377,RISCY-FPU-a,3,2,0.8,1,5,1
5730-RISCY-FPU-a-3-c20-u0.8-m3-p2-f0,5730,RISCY-FPU-a,3,20,0.8,3,2,0
5590-RISCY-FPU-a-3-c5-u0.75-m2-p6-f1,5590,RISCY-FPU-a,3,5,0.75,2,6,1
5470-RISCY-FPU-a-3-c5-u0.7-m4-p4-f0,5470,RISCY-FPU-a,3,5,0.7,4,4,0
5617-RISCY-FPU-a-3-c5-u0.8-m3-p1-f1,5617,RISCY-FPU-a,3,5,0.8,3,1,1
5303-RISCY-FPU-a-3-c2-u0.8-m4-p3-f0,5303,RISCY-FPU-a,3,2,0.8,4,3,0
5507-RISCY-FPU-a-3-c5-u0.8-m1-p2-f0,5507,RISCY-FPU-a,3,5,0.8,1,2,0
5550-RISCY-FPU-a-3-c5-u0.85-m4-p6-f0,5550,RISCY-FPU-a,3,5,0.85,4,6,0
5258-RISCY-FPU-a-3-c2-u0.75-m2-p6-f0,5258,RISCY-FPU-a,3,2,0.75,2,6,0
5220-RISCY-FPU-a-3-c2-u0.7-m1-p7-f0,5220,RISCY-FPU-a,3,2,0.7,1,7,0
5464-RISCY-FPU-a-3-c5-u0.7-m3-p6-f0,5464,RISCY-FPU-a,3,5,0.7,3,6,0
5501-RISCY-FPU-a-3-c5-u0.75-m4-p4-f0,5501,RISCY-FPU-a,3,5,0.75,4,4,0
5361-RISCY-FPU-a-3-c2-u0.75-m2-p5-f1,5361,RISCY-FPU-a,3,2,0.75,2,5,1
5375-RISCY-FPU-a-3-c2-u0.8-m1-p3-f1,5375,RISCY-FPU-a,3,2,0.8,1,3,1
5723-RISCY-FPU-a-3-c20-u0.8-m2-p2-f0,5723,RISCY-FPU-a,3,20,0.8,2,2,0
5729-RISCY-FPU-a-3-c20-u0.8-m3-p1-f0,5729,RISCY-FPU-a,3,20,0.8,3,1,0
5283-RISCY-FPU-a-3-c2-u0.8-m1-p7-f0,5283,RISCY-FPU-a,3,2,0.8,1,7,0
5596-RISCY-FPU-a-3-c5-u0.75-m3-p4-f1,5596,RISCY-FPU-a,3,5,0.75,3,4,1
5396-RISCY-FPU-a-3-c2-u0.8-m3-p8-f1,5396,RISCY-FPU-a,3,2,0.8,3,8,1
5625-RISCY-FPU-a-3-c5-u0.85-m1-p2-f1,5625,RISCY-FPU-a,3,5,0.85,1,2,1
5440-RISCY-FPU-a-3-c2-u0.9-m3-p4-f1,5440,RISCY-FPU-a,3,2,0.9,3,4,1
5406-RISCY-FPU-a-3-c2-u0.85-m2-p2-f1,5406,RISCY-FPU-a,3,2,0.85,2,2,1
5807-RISCY-FPU-a-3-c20-u0.8-m3-p1-f1,5807,RISCY-FPU-a,3,20,0.8,3,1,1
